person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
P02886,35-44,Woman,North,Urban,74.1,4.6,0
P02887,18-24,Man,Midlands,Urban,87.8,7.9,1
P02888,25-34,Woman,South,Urban,67.8,7.4,1
P02889,65-74,Man,North,Urban,34.8,4.0,0
P02890,65-74,Man,South,Urban,49.6,3.6,0
P02891,65-74,Man,Midlands,Rural / small town,54.9,1.0,0
P02892,25-34,Man,South,Urban,72.1,3.9,0
P02893,25-34,Man,South,Rural / small town,73.8,5.4,0
P02894,55-64,Man,London,Urban,47.2,3.5,0
P02895,65-74,Woman,North,Rural / small town,40.1,3.3,0
P02896,65-74,Man,South,Urban,48.4,4.5,0
P02897,65-74,Woman,North,Urban,21.8,0.0,0
P02898,25-34,Woman,Midlands,Urban,71.2,5.2,0
P02899,45-54,Man,North,Rural / small town,55.5,4.0,0
P02900,55-64,Man,London,Urban,46.3,6.0,0
P02901,65-74,Man,North,Urban,62.6,5.1,0
P02902,35-44,Man,South,Rural / small town,50.7,2.8,0
P02903,55-64,Man,Midlands,Urban,72.4,5.7,0
P02904,45-54,Woman,South,Rural / small town,68.1,6.2,0
P02905,45-54,Woman,Scotland/Wales,Rural / small town,53.8,3.6,0
P02906,25-34,Woman,North,Urban,100.0,2.0,0
P02907,18-24,Man,London,Urban,89.3,6.1,0
P02908,35-44,Man,Midlands,Urban,87.1,8.1,1
P02909,35-44,Man,North,Urban,65.3,6.7,0
P02910,35-44,Woman,Midlands,Urban,57.7,4.5,0
P02911,65-74,Man,South,Rural / small town,20.8,2.1,0
P02912,65-74,Woman,South,Rural / small town,39.0,0.0,0
P02913,65-74,Man,North,Urban,50.4,3.7,0
P02914,35-44,Man,North,Rural / small town,41.4,2.2,0
P02915,65-74,Woman,North,Rural / small town,50.6,3.0,0
P02916,18-24,Man,Scotland/Wales,Urban,71.0,3.6,0
P02917,25-34,Woman,North,Urban,66.0,6.0,0
P02918,35-44,Woman,Scotland/Wales,Urban,95.2,5.7,0
P02919,65-74,Woman,Midlands,Rural / small town,34.1,2.3,0
P02920,65-74,Woman,North,Urban,36.7,7.0,1
P02921,65-74,Woman,South,Rural / small town,54.5,4.9,0
P02922,35-44,Woman,Midlands,Urban,58.1,8.0,1
P02923,45-54,Man,North,Rural / small town,60.3,3.6,0
P02924,25-34,Woman,South,Rural / small town,52.4,5.3,0
P02925,25-34,Woman,North,Urban,72.3,4.9,0
P02926,25-34,Man,North,Urban,57.4,6.2,0
P02927,25-34,Man,Scotland/Wales,Urban,71.4,2.6,0
P02928,45-54,Man,South,Rural / small town,63.9,3.1,0
P02929,45-54,Woman,South,Urban,71.1,5.6,0
P02930,35-44,Man,Scotland/Wales,Urban,90.8,4.0,0
P02931,65-74,Woman,Midlands,Rural / small town,25.3,3.8,0
P02932,55-64,Woman,North,Rural / small town,31.8,2.3,0
P02933,18-24,Man,North,Rural / small town,71.9,3.9,0
P02934,55-64,Man,Midlands,Rural / small town,54.4,3.3,0
P02935,45-54,Woman,South,Urban,66.2,3.7,0
P02936,45-54,Man,North,Rural / small town,33.3,3.9,0
P02937,25-34,Woman,Midlands,Urban,90.0,6.6,0
P02938,25-34,Man,South,Urban,87.4,5.6,0
P02939,65-74,Woman,Midlands,Rural / small town,43.4,4.2,0
P02940,65-74,Man,North,Urban,39.8,1.6,0
P02941,25-34,Woman,North,Rural / small town,90.7,6.0,0
P02942,55-64,Man,South,Urban,40.7,4.6,0
P02943,25-34,Woman,Midlands,Rural / small town,77.1,6.3,0
P02944,35-44,Man,Midlands,Rural / small town,67.9,0.6,0
P02945,18-24,Man,Midlands,Rural / small town,74.2,6.3,0
P02946,35-44,Woman,Midlands,Urban,76.7,4.4,0
P02947,55-64,Man,Midlands,Rural / small town,42.6,4.1,0
P02948,35-44,Man,South,Urban,82.4,4.1,0
P02949,45-54,Woman,South,Rural / small town,47.3,4.7,0
P02950,35-44,Man,South,Rural / small town,57.3,5.4,0
P02951,65-74,Man,Scotland/Wales,Rural / small town,41.1,2.1,0
P02952,35-44,Man,London,Urban,57.6,6.0,0
P02953,65-74,Woman,Scotland/Wales,Rural / small town,25.9,2.7,0
P02954,45-54,Woman,South,Urban,49.3,3.8,0
P02955,55-64,Woman,Scotland/Wales,Rural / small town,50.7,3.6,0
P02956,65-74,Non-binary / other,Scotland/Wales,Urban,39.1,6.3,0
P02957,35-44,Woman,Scotland/Wales,Rural / small town,62.2,5.6,0
P02958,55-64,Woman,South,Urban,54.7,3.3,0
P02959,55-64,Man,London,Urban,39.3,4.8,0
P02960,35-44,Woman,South,Urban,78.8,5.2,0
P02961,65-74,Woman,South,Urban,66.3,2.6,0
P02962,35-44,Man,South,Rural / small town,66.4,4.7,0
P02963,25-34,Woman,North,Rural / small town,77.7,3.7,0
P02964,35-44,Woman,London,Urban,81.9,7.0,1
P02965,45-54,Woman,Scotland/Wales,Rural / small town,44.0,2.9,0
P02966,55-64,Man,South,Urban,63.4,5.3,0
P02967,18-24,Man,London,Urban,70.1,4.5,0
P02968,25-34,Woman,Scotland/Wales,Urban,70.6,6.6,0
P02969,35-44,Man,Scotland/Wales,Urban,55.9,7.6,1
P02970,35-44,Woman,Midlands,Urban,96.0,5.6,0
P02971,25-34,Woman,Scotland/Wales,Urban,82.0,9.4,1
P02972,18-24,Man,London,Urban,74.3,6.5,0
P02973,35-44,Woman,South,Urban,68.5,4.4,0
P02974,55-64,Man,London,Urban,37.3,4.6,0
P02975,25-34,Man,South,Rural / small town,57.3,2.7,0
P02976,55-64,Man,London,Urban,59.8,2.4,0
P02977,45-54,Woman,North,Urban,57.3,3.0,0
P02978,45-54,Man,South,Urban,58.3,4.7,0
P02979,45-54,Man,South,Urban,59.6,3.3,0
P02980,25-34,Man,South,Rural / small town,73.4,5.4,0
P02981,35-44,Woman,Midlands,Rural / small town,74.8,3.8,0
P02982,45-54,Woman,South,Urban,66.8,5.5,0
P02983,55-64,Man,South,Urban,54.5,2.7,0
P02984,55-64,Woman,North,Rural / small town,10.0,1.8,0
P02985,65-74,Man,North,Urban,44.4,1.7,0
P02986,65-74,Woman,Midlands,Rural / small town,46.3,2.7,0
P02987,65-74,Woman,North,Urban,46.6,0.7,0
P02988,35-44,Woman,London,Urban,51.5,2.2,0
P02989,18-24,Man,Midlands,Urban,100.0,6.4,0
P02990,35-44,Woman,London,Urban,73.5,9.1,1
P02991,18-24,Woman,North,Urban,55.3,4.7,0
P02992,55-64,Woman,Midlands,Urban,67.0,1.9,0
P02993,45-54,Man,South,Urban,55.1,4.7,0
P02994,25-34,Man,South,Urban,84.3,5.1,0
P02995,45-54,Woman,South,Rural / small town,43.1,1.2,0
P02996,18-24,Woman,South,Rural / small town,75.4,6.8,0
P02997,35-44,Man,North,Urban,76.3,6.6,0
P02998,35-44,Man,Midlands,Urban,63.3,5.0,0
P02999,35-44,Woman,South,Urban,68.5,6.8,0
P03000,65-74,Man,South,Rural / small town,36.3,3.5,0
P03001,35-44,Man,London,Urban,88.9,7.9,1
P03002,25-34,Woman,Scotland/Wales,Urban,80.6,4.7,0
P03003,45-54,Woman,South,Urban,49.4,5.2,0
P03004,65-74,Man,Scotland/Wales,Urban,35.5,3.4,0
P03005,45-54,Woman,Scotland/Wales,Urban,55.2,3.8,0
P03006,45-54,Woman,Midlands,Rural / small town,54.9,4.5,0
P03007,35-44,Woman,Scotland/Wales,Urban,70.8,4.1,0
P03008,65-74,Woman,South,Rural / small town,39.9,0.6,0
P03009,35-44,Woman,Scotland/Wales,Rural / small town,63.1,4.5,0
P03010,25-34,Woman,London,Urban,72.8,5.3,0
P03011,65-74,Man,London,Urban,29.2,0.2,0
P03012,45-54,Man,North,Rural / small town,36.6,2.1,0
P03013,25-34,Woman,Scotland/Wales,Rural / small town,75.2,4.4,0
P03014,65-74,Woman,South,Urban,43.8,3.5,0
P03015,25-34,Non-binary / other,London,Urban,76.7,4.5,0
P03016,35-44,Woman,Midlands,Urban,68.0,2.3,0
P03017,65-74,Man,South,Rural / small town,47.9,4.3,0
P03018,55-64,Man,Midlands,Urban,61.6,6.2,0
P03019,55-64,Man,South,Rural / small town,20.0,3.0,0
P03020,35-44,Woman,Scotland/Wales,Rural / small town,45.5,5.6,0
P03021,18-24,Man,North,Urban,90.6,7.5,1
P03022,55-64,Man,North,Rural / small town,41.5,0.0,0
P03023,45-54,Woman,Scotland/Wales,Rural / small town,71.8,4.4,0
P03024,18-24,Man,Scotland/Wales,Rural / small town,78.6,2.4,0
P03025,55-64,Woman,South,Urban,31.1,3.5,0
P03026,35-44,Man,Scotland/Wales,Rural / small town,88.2,2.4,0
P03027,25-34,Man,Scotland/Wales,Rural / small town,73.6,6.7,0
P03028,65-74,Woman,South,Rural / small town,31.9,4.0,0
P03029,35-44,Man,Midlands,Urban,69.5,6.6,0
P03030,45-54,Man,North,Urban,66.8,5.1,0
P03031,18-24,Woman,London,Urban,83.8,7.8,1
P03032,25-34,Woman,South,Rural / small town,73.2,5.5,0
P03033,55-64,Man,North,Urban,48.2,4.3,0
P03034,25-34,Man,Scotland/Wales,Urban,77.0,3.3,0
P03035,35-44,Man,South,Rural / small town,67.4,5.4,0
P03036,35-44,Man,London,Urban,86.0,6.4,0
P03037,25-34,Man,North,Urban,87.0,7.5,1
P03038,45-54,Woman,Scotland/Wales,Rural / small town,62.4,5.6,0
P03039,45-54,Man,London,Urban,59.5,5.6,0
P03040,45-54,Woman,Midlands,Urban,68.7,4.2,0
P03041,25-34,Woman,North,Urban,83.7,5.4,0
P03042,35-44,Woman,South,Urban,89.1,8.4,1
P03043,25-34,Man,Midlands,Urban,75.1,5.9,0
P03044,35-44,Man,South,Rural / small town,73.8,4.5,0
P03045,18-24,Man,North,Urban,100.0,2.2,0
P03046,55-64,Man,Scotland/Wales,Urban,33.8,2.3,0
P03047,25-34,Man,North,Urban,61.1,5.6,0
P03048,65-74,Man,Midlands,Rural / small town,27.1,3.0,0
P03049,55-64,Woman,South,Urban,33.0,3.6,0
P03050,35-44,Woman,South,Urban,74.3,3.4,0
P03051,45-54,Woman,Midlands,Urban,85.9,1.8,0
P03052,25-34,Woman,North,Urban,100.0,7.5,1
P03053,25-34,Man,Midlands,Rural / small town,66.6,4.8,0
P03054,55-64,Man,Scotland/Wales,Rural / small town,54.2,5.2,0
P03055,65-74,Man,London,Urban,40.6,3.4,0
P03056,18-24,Man,North,Rural / small town,79.8,7.6,1
P03057,25-34,Woman,Midlands,Urban,64.6,3.2,0
P03058,55-64,Woman,North,Rural / small town,54.1,5.4,0
P03059,45-54,Woman,Midlands,Urban,56.6,4.2,0
P03060,65-74,Woman,South,Urban,44.5,2.1,0
P03061,45-54,Woman,South,Urban,75.8,6.8,0
P03062,65-74,Man,North,Rural / small town,53.0,4.4,0
P03063,35-44,Woman,Midlands,Urban,77.1,6.4,0
P03064,35-44,Man,North,Rural / small town,54.6,3.0,0
P03065,18-24,Woman,London,Urban,76.9,5.2,0
P03066,45-54,Man,Scotland/Wales,Rural / small town,52.5,6.0,0
P03067,45-54,Man,North,Rural / small town,48.0,5.2,0
P03068,18-24,Man,North,Rural / small town,73.9,2.4,0
P03069,45-54,Woman,London,Urban,77.9,5.4,0
P03070,25-34,Man,North,Urban,91.4,5.0,0
P03071,45-54,Woman,Scotland/Wales,Urban,62.0,7.1,1
P03072,35-44,Man,South,Urban,69.5,3.8,0
P03073,65-74,Man,Scotland/Wales,Rural / small town,59.0,3.2,0
P03074,55-64,Woman,Midlands,Urban,32.9,4.0,0
P03075,45-54,Man,London,Urban,70.8,8.1,1
P03076,35-44,Woman,North,Rural / small town,45.7,1.4,0
P03077,45-54,Woman,North,Rural / small town,35.1,1.4,0
P03078,18-24,Man,South,Rural / small town,82.6,4.0,0
P03079,45-54,Man,Midlands,Rural / small town,57.0,2.3,0
P03080,25-34,Woman,Midlands,Rural / small town,69.3,2.7,0
P03081,55-64,Woman,Midlands,Rural / small town,31.7,2.8,0
P03082,25-34,Non-binary / other,North,Urban,80.0,7.5,1
P03083,65-74,Man,North,Rural / small town,30.9,1.8,0
P03084,55-64,Woman,London,Urban,38.8,6.2,0
P03085,25-34,Man,South,Rural / small town,71.5,7.0,1
P03086,35-44,Man,Midlands,Urban,80.2,4.3,0
P03087,35-44,Man,North,Urban,51.9,5.5,0
P03088,25-34,Man,South,Urban,86.9,7.6,1
P03089,45-54,Man,South,Urban,54.7,6.0,0
P03090,65-74,Woman,South,Rural / small town,38.8,1.8,0
P03091,45-54,Man,North,Urban,71.1,7.9,1
P03092,18-24,Man,Midlands,Urban,64.3,6.4,0
P03093,25-34,Woman,North,Urban,64.2,7.0,1
P03094,45-54,Woman,South,Urban,69.1,3.7,0
P03095,55-64,Man,Scotland/Wales,Rural / small town,58.2,2.9,0
P03096,25-34,Man,South,Rural / small town,52.6,4.4,0
P03097,65-74,Woman,Midlands,Rural / small town,39.4,0.2,0
P03098,25-34,Man,Scotland/Wales,Urban,61.2,5.5,0
P03099,18-24,Man,Midlands,Rural / small town,61.9,4.5,0
P03100,25-34,Woman,Midlands,Rural / small town,71.2,5.3,0
P03101,55-64,Man,North,Urban,37.7,5.9,0
P03102,25-34,Man,London,Rural / small town,72.3,5.1,0
P03103,45-54,Man,Midlands,Urban,59.5,5.5,0
P03104,65-74,Woman,South,Urban,54.6,3.6,0
P03105,18-24,Man,Scotland/Wales,Urban,84.1,6.6,0
P03106,65-74,Woman,South,Urban,31.3,3.0,0
P03107,65-74,Man,South,Urban,73.2,5.7,0
P03108,45-54,Man,North,Urban,80.5,3.4,0
P03109,45-54,Woman,Midlands,Urban,68.9,4.2,0
P03110,45-54,Man,South,Urban,83.2,5.6,0
P03111,35-44,Man,South,Urban,87.0,5.2,0
P03112,35-44,Man,North,Rural / small town,73.4,2.6,0
P03113,35-44,Man,Scotland/Wales,Urban,72.7,6.7,0
P03114,45-54,Woman,Scotland/Wales,Urban,76.3,1.6,0
P03115,25-34,Man,North,Rural / small town,74.5,5.9,0
P03116,25-34,Man,North,Urban,85.3,5.9,0
P03117,35-44,Woman,South,Rural / small town,59.3,4.8,0
P03118,35-44,Man,Midlands,Rural / small town,52.4,2.9,0
P03119,55-64,Man,North,Urban,36.1,4.3,0
P03120,18-24,Man,Midlands,Urban,100.0,5.2,0
P03121,45-54,Man,North,Urban,98.5,6.1,0
P03122,45-54,Man,South,Rural / small town,55.8,4.9,0
P03123,45-54,Woman,North,Urban,66.6,2.7,0
P03124,18-24,Woman,South,Urban,81.7,7.2,1
P03125,25-34,Woman,Midlands,Urban,67.9,3.7,0
P03126,45-54,Man,North,Rural / small town,32.2,3.3,0
P03127,55-64,Woman,South,Urban,61.5,3.6,0
P03128,35-44,Man,South,Urban,87.1,6.8,0
P03129,35-44,Woman,London,Urban,78.2,9.1,1
P03130,65-74,Man,North,Urban,59.9,5.2,0
P03131,55-64,Man,South,Urban,53.2,2.8,0
P03132,25-34,Woman,Midlands,Urban,70.3,5.1,0
P03133,18-24,Woman,Scotland/Wales,Urban,80.5,8.4,1
P03134,25-34,Man,Scotland/Wales,Rural / small town,56.0,3.6,0
P03135,55-64,Man,Midlands,Urban,48.2,3.7,0
P03136,55-64,Woman,Midlands,Rural / small town,55.4,6.1,0
P03137,18-24,Man,North,Urban,94.5,8.1,1
P03138,35-44,Man,North,Urban,61.6,4.8,0
P03139,45-54,Man,North,Urban,77.2,8.2,1
P03140,35-44,Man,North,Rural / small town,61.5,5.1,0
P03141,55-64,Woman,South,Rural / small town,32.4,2.5,0
P03142,45-54,Woman,South,Urban,38.5,4.9,0
P03143,65-74,Woman,South,Urban,52.6,6.9,0
P03144,18-24,Man,Midlands,Urban,73.5,4.8,0
P03145,35-44,Man,South,Urban,63.4,3.8,0
P03146,45-54,Woman,Scotland/Wales,Rural / small town,28.3,5.8,0
P03147,45-54,Man,Scotland/Wales,Urban,51.1,1.7,0
P03148,25-34,Man,Midlands,Urban,75.6,4.3,0
P03149,55-64,Man,North,Urban,64.7,3.9,0
P03150,65-74,Woman,Scotland/Wales,Urban,37.8,2.7,0
P03151,55-64,Woman,Midlands,Urban,51.7,5.8,0
P03152,35-44,Man,Scotland/Wales,Urban,53.1,4.4,0
P03153,25-34,Man,South,Urban,74.4,3.4,0
P03154,18-24,Woman,Midlands,Urban,82.3,7.3,1
P03155,18-24,Man,North,Urban,92.7,8.7,1
P03156,35-44,Woman,North,Rural / small town,63.6,5.3,0
P03157,18-24,Woman,London,Urban,97.2,4.4,0
P03158,35-44,Woman,Scotland/Wales,Rural / small town,80.0,7.9,1
P03159,25-34,Man,North,Rural / small town,76.5,3.9,0
P03160,25-34,Woman,North,Rural / small town,74.1,5.6,0
P03161,65-74,Man,South,Urban,57.0,4.3,0
P03162,55-64,Man,North,Urban,67.7,4.7,0
P03163,25-34,Man,London,Urban,80.6,4.3,0
P03164,18-24,Woman,Midlands,Urban,70.7,9.9,1
P03165,55-64,Man,Midlands,Rural / small town,31.2,4.4,0
P03166,35-44,Man,South,Rural / small town,73.1,5.0,0
P03167,25-34,Man,South,Rural / small town,73.5,5.4,0
P03168,45-54,Man,Midlands,Rural / small town,31.9,5.6,0
P03169,45-54,Man,Scotland/Wales,Rural / small town,54.2,1.7,0
P03170,65-74,Man,South,Urban,45.0,1.0,0
P03171,55-64,Woman,London,Urban,53.9,6.2,0
P03172,35-44,Woman,Scotland/Wales,Urban,66.5,3.0,0
P03173,45-54,Woman,North,Rural / small town,65.5,6.0,0
P03174,55-64,Man,North,Urban,48.2,3.1,0
P03175,18-24,Woman,Midlands,Urban,91.1,8.3,1
P03176,55-64,Man,North,Urban,74.4,6.2,0
P03177,45-54,Man,Scotland/Wales,Rural / small town,63.1,4.4,0
P03178,55-64,Man,North,Urban,60.1,3.7,0
P03179,55-64,Woman,London,Urban,70.3,7.5,1
P03180,55-64,Woman,South,Urban,52.8,3.5,0
P03181,35-44,Woman,Midlands,Urban,72.5,4.6,0
P03182,65-74,Man,North,Urban,73.9,2.6,0
P03183,35-44,Man,North,Urban,83.0,7.5,1
P03184,45-54,Man,Midlands,Urban,61.6,5.3,0
P03185,45-54,Woman,Scotland/Wales,Urban,74.3,6.9,0
P03186,25-34,Man,North,Rural / small town,72.7,1.6,0
P03187,18-24,Woman,Scotland/Wales,Urban,75.8,3.8,0
P03188,55-64,Man,London,Urban,74.4,2.0,0
P03189,45-54,Woman,London,Urban,72.1,4.3,0
P03190,65-74,Woman,South,Urban,40.8,2.7,0
P03191,25-34,Man,Midlands,Urban,68.2,0.5,0
P03192,45-54,Man,London,Urban,53.2,4.5,0
P03193,65-74,Woman,North,Urban,44.5,1.6,0
P03194,25-34,Woman,North,Urban,81.7,7.2,1
P03195,45-54,Woman,London,Urban,47.0,5.4,0
P03196,45-54,Man,Scotland/Wales,Urban,72.2,5.1,0
P03197,18-24,Man,North,Rural / small town,94.2,7.1,1
P03198,65-74,Woman,South,Urban,41.7,1.4,0
P03199,25-34,Man,North,Urban,58.0,4.9,0
P03200,45-54,Man,Scotland/Wales,Rural / small town,49.2,3.9,0
P03201,25-34,Woman,North,Urban,83.3,6.5,0
P03202,55-64,Woman,North,Rural / small town,36.0,1.1,0
P03203,25-34,Man,Midlands,Urban,70.8,7.4,1
P03204,35-44,Man,London,Urban,67.3,8.0,1
P03205,25-34,Woman,Midlands,Urban,62.5,5.4,0
P03206,18-24,Woman,North,Urban,83.6,3.6,0
P03207,25-34,Woman,North,Urban,66.1,7.1,1
P03208,45-54,Man,Midlands,Rural / small town,62.3,5.1,0
P03209,65-74,Man,Midlands,Rural / small town,29.2,3.7,0
P03210,18-24,Man,Midlands,Urban,97.4,9.3,1
P03211,25-34,Woman,Scotland/Wales,Urban,100.0,6.3,0
P03212,18-24,Woman,South,Urban,70.4,3.6,0
P03213,35-44,Woman,North,Urban,70.6,6.1,0
P03214,45-54,Woman,South,Urban,69.4,5.4,0
P03215,55-64,Man,North,Urban,59.4,4.5,0
P03216,45-54,Woman,London,Urban,54.0,3.8,0
P03217,25-34,Woman,Scotland/Wales,Urban,86.0,7.8,1
P03218,45-54,Non-binary / other,North,Rural / small town,33.2,5.7,0
P03219,18-24,Man,South,Rural / small town,83.1,2.5,0
P03220,55-64,Woman,South,Rural / small town,56.4,4.6,0
P03221,65-74,Man,North,Urban,29.7,2.9,0
P03222,65-74,Woman,North,Urban,54.9,5.0,0
P03223,18-24,Woman,Midlands,Urban,90.6,6.3,0
P03224,35-44,Woman,South,Urban,68.8,2.6,0
P03225,35-44,Man,Midlands,Urban,80.8,7.7,1
P03226,18-24,Man,South,Rural / small town,82.6,8.2,1
P03227,25-34,Man,Midlands,Urban,68.7,8.7,1
P03228,65-74,Woman,North,Rural / small town,25.6,1.5,0
P03229,25-34,Man,Midlands,Rural / small town,72.8,6.5,0
P03230,35-44,Man,North,Rural / small town,44.3,3.6,0
P03231,55-64,Man,Midlands,Rural / small town,24.4,1.9,0
P03232,18-24,Woman,South,Urban,85.4,5.7,0
P03233,55-64,Woman,South,Urban,49.3,5.1,0
P03234,65-74,Woman,London,Urban,47.1,3.4,0
P03235,45-54,Woman,Scotland/Wales,Urban,89.5,7.2,1
P03236,35-44,Man,London,Rural / small town,43.2,7.2,1
P03237,45-54,Woman,North,Urban,49.1,6.5,0
P03238,45-54,Woman,London,Urban,78.3,8.2,1
P03239,45-54,Man,Scotland/Wales,Urban,67.5,7.0,1
P03240,45-54,Woman,South,Urban,69.6,4.5,0
P03241,45-54,Woman,South,Urban,35.7,5.3,0
P03242,55-64,Man,Midlands,Urban,65.2,3.5,0
P03243,35-44,Woman,South,Rural / small town,54.3,3.2,0
P03244,65-74,Woman,North,Urban,30.9,0.0,0
P03245,45-54,Man,North,Urban,53.4,6.2,0
P03246,55-64,Man,North,Urban,40.6,3.3,0
P03247,18-24,Woman,London,Urban,90.2,8.0,1
P03248,45-54,Woman,South,Rural / small town,71.1,5.1,0
P03249,55-64,Man,London,Urban,52.1,2.7,0
P03250,55-64,Woman,Scotland/Wales,Rural / small town,56.8,4.0,0
P03251,25-34,Man,London,Rural / small town,78.7,6.1,0
P03252,45-54,Woman,London,Urban,54.8,4.6,0
P03253,35-44,Woman,Midlands,Urban,85.0,5.2,0
P03254,55-64,Man,Midlands,Urban,67.6,3.3,0
P03255,25-34,Woman,North,Rural / small town,87.3,8.0,1
P03256,25-34,Woman,South,Rural / small town,97.1,6.3,0
P03257,55-64,Man,Midlands,Rural / small town,66.9,4.8,0
P03258,35-44,Woman,North,Rural / small town,85.8,2.0,0
P03259,35-44,Woman,South,Urban,90.0,6.9,0
P03260,25-34,Man,London,Urban,57.4,6.7,0
P03261,45-54,Man,North,Urban,66.3,6.8,0
P03262,25-34,Woman,Midlands,Rural / small town,67.6,4.1,0
P03263,55-64,Woman,Scotland/Wales,Urban,43.5,3.8,0
P03264,18-24,Man,South,Urban,82.1,5.7,0
P03265,65-74,Man,Midlands,Urban,68.7,3.4,0
P03266,55-64,Woman,North,Urban,56.5,3.5,0
P03267,55-64,Man,South,Urban,51.8,4.7,0
P03268,45-54,Woman,North,Rural / small town,67.5,8.6,1
P03269,18-24,Man,Midlands,Rural / small town,72.5,2.0,0
P03270,55-64,Man,North,Rural / small town,38.7,1.4,0
P03271,55-64,Woman,Midlands,Urban,53.8,2.3,0
P03272,25-34,Man,Midlands,Rural / small town,80.0,5.2,0
P03273,35-44,Woman,South,Rural / small town,58.6,5.8,0
P03274,18-24,Woman,Midlands,Urban,76.7,5.9,0
P03275,35-44,Woman,North,Urban,53.9,2.0,0
P03276,55-64,Man,London,Urban,40.6,2.8,0
P03277,55-64,Woman,South,Urban,38.5,3.0,0
P03278,35-44,Man,Midlands,Rural / small town,60.0,7.2,1
P03279,45-54,Woman,London,Urban,62.8,5.2,0
P03280,65-74,Woman,Scotland/Wales,Rural / small town,32.3,1.4,0
P03281,45-54,Woman,South,Urban,65.7,3.1,0
P03282,35-44,Man,North,Urban,75.4,7.8,1
P03283,45-54,Woman,North,Rural / small town,47.2,2.9,0
P03284,45-54,Man,North,Rural / small town,62.1,7.2,1
P03285,35-44,Woman,South,Urban,88.3,4.8,0
P03286,18-24,Woman,Midlands,Rural / small town,93.0,7.1,1
P03287,55-64,Man,North,Urban,27.2,2.6,0
P03288,55-64,Woman,South,Urban,47.8,5.4,0
P03289,45-54,Man,Midlands,Urban,66.8,8.1,1
P03290,55-64,Man,Midlands,Rural / small town,53.9,1.3,0
P03291,45-54,Man,Midlands,Urban,38.8,7.1,1
P03292,18-24,Man,North,Urban,90.2,5.8,0
P03293,18-24,Man,South,Urban,84.5,6.3,0
P03294,35-44,Man,London,Urban,48.2,4.3,0
P03295,45-54,Man,Scotland/Wales,Rural / small town,56.2,3.2,0
P03296,55-64,Woman,South,Urban,43.6,2.8,0
P03297,45-54,Woman,South,Rural / small town,37.8,2.9,0
P03298,35-44,Woman,Midlands,Urban,97.4,6.9,0
P03299,55-64,Man,North,Rural / small town,63.2,4.3,0
P03300,18-24,Man,Scotland/Wales,Rural / small town,82.6,3.1,0
P03301,55-64,Woman,London,Urban,34.7,7.1,1
P03302,25-34,Man,Scotland/Wales,Urban,59.6,5.5,0
P03303,65-74,Man,North,Urban,45.1,1.4,0
P03304,35-44,Woman,London,Urban,77.6,5.6,0
P03305,55-64,Woman,Midlands,Urban,68.6,4.6,0
P03306,25-34,Woman,South,Rural / small town,76.5,6.0,0
P03307,18-24,Woman,Midlands,Urban,97.4,5.3,0
P03308,25-34,Woman,North,Urban,85.1,5.1,0
P03309,18-24,Woman,London,Urban,75.9,4.8,0
P03310,65-74,Woman,North,Urban,37.2,6.9,0
P03311,55-64,Woman,Midlands,Rural / small town,47.6,2.5,0
P03312,18-24,Man,London,Urban,75.2,5.0,0
P03313,18-24,Man,Scotland/Wales,Rural / small town,82.4,7.3,1
P03314,18-24,Man,Scotland/Wales,Urban,74.9,5.4,0
P03315,55-64,Woman,South,Rural / small town,49.1,2.4,0
P03316,35-44,Man,North,Urban,73.1,8.2,1
P03317,25-34,Woman,South,Urban,100.0,5.6,0
P03318,55-64,Man,North,Urban,53.8,5.9,0
P03319,55-64,Woman,Midlands,Urban,38.8,1.9,0
P03320,45-54,Woman,South,Urban,80.9,5.1,0
P03321,45-54,Man,South,Rural / small town,51.3,4.1,0
P03322,25-34,Woman,South,Urban,51.2,6.7,0
P03323,55-64,Man,Midlands,Urban,42.9,4.9,0
P03324,25-34,Man,Midlands,Rural / small town,36.8,6.1,0
P03325,55-64,Man,South,Rural / small town,42.5,2.5,0
P03326,35-44,Man,South,Urban,78.9,5.4,0
P03327,55-64,Man,Midlands,Urban,53.3,4.1,0
P03328,35-44,Woman,South,Urban,84.2,8.5,1
P03329,35-44,Woman,North,Rural / small town,76.7,4.3,0
P03330,35-44,Woman,South,Urban,92.9,5.6,0
P03331,25-34,Woman,North,Urban,82.2,6.1,0
P03332,35-44,Man,South,Rural / small town,61.0,3.2,0
P03333,35-44,Man,Scotland/Wales,Urban,61.2,6.2,0
P03334,35-44,Woman,South,Urban,71.8,8.5,1
P03335,45-54,Non-binary / other,South,Urban,72.8,3.3,0
P03336,25-34,Woman,London,Urban,85.2,8.6,1
P03337,35-44,Woman,Midlands,Urban,52.1,4.5,0
P03338,25-34,Man,Midlands,Urban,83.9,7.1,1
P03339,18-24,Man,North,Urban,73.5,5.3,0
P03340,65-74,Man,Scotland/Wales,Urban,39.0,-0.0,0
P03341,18-24,Man,South,Urban,97.8,6.7,0
P03342,35-44,Woman,South,Urban,64.4,4.8,0
P03343,25-34,Man,North,Urban,60.9,7.7,1
P03344,35-44,Woman,Midlands,Rural / small town,54.3,6.1,0
P03345,35-44,Man,South,Urban,88.4,6.2,0
P03346,25-34,Woman,Midlands,Urban,92.7,5.7,0
P03347,35-44,Woman,London,Urban,58.7,4.1,0
