strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Proportional stratified,P46990,35-44,Man,Scotland/Wales,Urban,78.0,5.3,0
Proportional stratified,P38976,35-44,Man,Scotland/Wales,Rural / small town,38.1,5.8,0
Proportional stratified,P02918,35-44,Woman,Scotland/Wales,Urban,95.2,5.7,0
Proportional stratified,P28635,35-44,Woman,Scotland/Wales,Urban,83.9,4.9,0
Proportional stratified,P45688,35-44,Woman,Scotland/Wales,Urban,65.4,4.9,0
Proportional stratified,P33550,35-44,Woman,Scotland/Wales,Urban,55.2,6.2,0
Proportional stratified,P45514,35-44,Man,Scotland/Wales,Urban,75.8,6.2,0
Proportional stratified,P09920,35-44,Man,Scotland/Wales,Urban,79.6,7.3,1
Proportional stratified,P13214,35-44,Man,Scotland/Wales,Urban,56.1,4.0,0
Proportional stratified,P02250,35-44,Woman,Scotland/Wales,Rural / small town,48.2,6.4,0
Proportional stratified,P24377,35-44,Man,Scotland/Wales,Urban,72.9,7.4,1
Proportional stratified,P11371,35-44,Woman,Scotland/Wales,Rural / small town,73.5,3.9,0
Proportional stratified,P05748,35-44,Woman,Scotland/Wales,Rural / small town,42.6,1.8,0
Proportional stratified,P26545,35-44,Woman,Scotland/Wales,Urban,78.2,7.1,1
Proportional stratified,P37948,35-44,Man,Scotland/Wales,Urban,58.0,9.9,1
Proportional stratified,P06086,35-44,Woman,Scotland/Wales,Rural / small town,70.9,5.2,0
Proportional stratified,P16284,35-44,Woman,Scotland/Wales,Urban,49.6,4.2,0
Proportional stratified,P19329,35-44,Man,Scotland/Wales,Rural / small town,66.3,3.5,0
Proportional stratified,P11593,35-44,Man,Scotland/Wales,Urban,73.7,4.0,0
Proportional stratified,P24705,35-44,Woman,South,Urban,61.5,6.9,0
Proportional stratified,P45346,35-44,Woman,South,Rural / small town,63.3,6.7,0
Proportional stratified,P46649,35-44,Woman,South,Urban,73.7,5.6,0
Proportional stratified,P49159,35-44,Non-binary / other,South,Urban,68.6,6.7,0
Proportional stratified,P16524,35-44,Man,South,Rural / small town,54.8,6.8,0
Proportional stratified,P32980,35-44,Man,South,Rural / small town,62.9,3.4,0
Proportional stratified,P37319,35-44,Man,South,Urban,76.4,4.6,0
Proportional stratified,P15034,35-44,Man,South,Urban,70.5,5.4,0
Proportional stratified,P39431,35-44,Man,South,Urban,72.9,3.2,0
Proportional stratified,P33137,35-44,Woman,South,Urban,71.4,5.6,0
Proportional stratified,P04889,35-44,Man,South,Urban,61.4,5.4,0
Proportional stratified,P18046,35-44,Woman,South,Rural / small town,53.5,4.4,0
Proportional stratified,P00072,35-44,Woman,South,Rural / small town,74.0,5.0,0
Proportional stratified,P49291,35-44,Man,South,Urban,92.3,5.1,0
Proportional stratified,P16377,35-44,Woman,South,Urban,72.3,3.6,0
Proportional stratified,P41135,35-44,Man,South,Urban,100.0,3.6,0
Proportional stratified,P07754,35-44,Man,South,Rural / small town,70.4,7.1,1
Proportional stratified,P19780,35-44,Man,South,Urban,66.6,4.3,0
Proportional stratified,P49957,35-44,Man,South,Urban,82.5,6.7,0
Proportional stratified,P14269,35-44,Man,South,Urban,69.9,6.6,0
Proportional stratified,P17577,35-44,Man,South,Urban,66.2,5.4,0
Proportional stratified,P15018,35-44,Woman,South,Rural / small town,85.2,5.5,0
Proportional stratified,P29504,35-44,Man,South,Urban,82.7,6.7,0
Proportional stratified,P10871,35-44,Man,South,Urban,66.5,9.5,1
Proportional stratified,P01376,35-44,Woman,South,Urban,70.8,4.8,0
Proportional stratified,P14137,35-44,Woman,South,Urban,71.4,5.6,0
Proportional stratified,P22124,35-44,Man,South,Urban,38.9,6.2,0
Proportional stratified,P01993,35-44,Woman,South,Urban,66.5,7.0,1
Proportional stratified,P24725,35-44,Woman,South,Urban,75.0,5.2,0
Proportional stratified,P45781,35-44,Non-binary / other,South,Rural / small town,58.7,8.1,1
Proportional stratified,P40068,35-44,Man,South,Urban,65.2,5.0,0
Proportional stratified,P25823,35-44,Man,South,Urban,73.5,6.4,0
Proportional stratified,P36458,35-44,Man,South,Urban,85.6,4.4,0
Proportional stratified,P16432,35-44,Man,South,Rural / small town,62.1,6.3,0
Proportional stratified,P45442,35-44,Man,South,Urban,74.6,5.2,0
Proportional stratified,P00910,35-44,Woman,South,Rural / small town,64.6,3.8,0
Proportional stratified,P47891,35-44,Woman,South,Urban,70.3,5.7,0
Proportional stratified,P21184,35-44,Man,South,Urban,74.7,6.4,0
Proportional stratified,P40102,35-44,Man,South,Urban,76.5,3.6,0
Proportional stratified,P43312,45-54,Woman,London,Urban,64.5,5.2,0
Proportional stratified,P44379,45-54,Man,London,Rural / small town,60.2,3.7,0
Proportional stratified,P29574,45-54,Woman,London,Urban,56.3,6.3,0
Proportional stratified,P41514,45-54,Man,London,Urban,68.5,2.1,0
Proportional stratified,P15110,45-54,Man,London,Urban,83.8,5.7,0
Proportional stratified,P43703,45-54,Woman,London,Urban,69.1,6.7,0
Proportional stratified,P23663,45-54,Man,London,Urban,57.4,5.7,0
Proportional stratified,P22110,45-54,Man,London,Urban,60.2,4.3,0
Proportional stratified,P23177,45-54,Man,London,Urban,60.0,6.4,0
Proportional stratified,P20757,45-54,Woman,London,Urban,50.6,3.4,0
Proportional stratified,P11277,45-54,Man,London,Urban,78.1,7.1,1
Proportional stratified,P37269,45-54,Woman,London,Urban,68.5,3.7,0
Proportional stratified,P07494,45-54,Man,London,Rural / small town,44.7,4.6,0
Proportional stratified,P32323,45-54,Non-binary / other,London,Urban,74.2,5.5,0
Proportional stratified,P06658,45-54,Man,London,Urban,47.6,4.3,0
Proportional stratified,P36741,45-54,Man,London,Urban,70.5,10.0,1
Proportional stratified,P08563,45-54,Woman,London,Urban,74.1,2.5,0
Proportional stratified,P08187,45-54,Woman,London,Urban,65.3,5.5,0
Proportional stratified,P38427,45-54,Man,London,Urban,64.0,5.8,0
Proportional stratified,P27731,45-54,Woman,Midlands,Rural / small town,56.6,3.7,0
Proportional stratified,P15564,45-54,Woman,Midlands,Rural / small town,60.4,4.6,0
Proportional stratified,P16138,45-54,Woman,Midlands,Urban,51.7,7.1,1
Proportional stratified,P28528,45-54,Man,Midlands,Urban,66.2,5.5,0
Proportional stratified,P12429,45-54,Woman,Midlands,Urban,45.2,3.2,0
Proportional stratified,P26860,45-54,Woman,Midlands,Rural / small town,42.2,4.7,0
Proportional stratified,P08604,45-54,Non-binary / other,Midlands,Urban,47.3,2.0,0
Proportional stratified,P04859,45-54,Woman,Midlands,Urban,59.4,9.0,1
Proportional stratified,P14809,45-54,Man,Midlands,Urban,45.5,4.3,0
Proportional stratified,P31653,45-54,Man,Midlands,Rural / small town,54.3,5.2,0
Proportional stratified,P32366,45-54,Man,Midlands,Rural / small town,49.8,5.4,0
Proportional stratified,P14212,45-54,Man,Midlands,Urban,54.7,5.4,0
Proportional stratified,P31865,45-54,Man,Midlands,Urban,58.3,4.5,0
Proportional stratified,P18804,45-54,Man,Midlands,Urban,67.6,2.2,0
Proportional stratified,P18034,45-54,Woman,Midlands,Rural / small town,43.2,2.3,0
Proportional stratified,P24675,45-54,Woman,Midlands,Rural / small town,60.6,6.7,0
Proportional stratified,P13293,45-54,Man,Midlands,Rural / small town,52.3,7.2,1
Proportional stratified,P39991,45-54,Man,Midlands,Rural / small town,49.2,4.5,0
Proportional stratified,P29475,45-54,Man,Midlands,Rural / small town,47.3,4.5,0
Proportional stratified,P29889,45-54,Man,Midlands,Rural / small town,32.4,2.8,0
Proportional stratified,P31084,45-54,Woman,Midlands,Urban,90.1,6.5,0
Proportional stratified,P12303,45-54,Man,Midlands,Urban,69.9,6.4,0
Proportional stratified,P35408,45-54,Woman,Midlands,Urban,76.8,6.3,0
Proportional stratified,P13500,45-54,Woman,Midlands,Rural / small town,65.7,4.2,0
Proportional stratified,P03051,45-54,Woman,Midlands,Urban,85.9,1.8,0
Proportional stratified,P20849,45-54,Woman,Midlands,Rural / small town,52.3,2.5,0
Proportional stratified,P29787,45-54,Man,Midlands,Rural / small town,44.9,2.6,0
Proportional stratified,P29185,45-54,Woman,Midlands,Urban,49.5,4.5,0
Proportional stratified,P49727,45-54,Non-binary / other,Midlands,Urban,67.2,6.6,0
Proportional stratified,P24318,45-54,Woman,North,Urban,65.6,6.7,0
Proportional stratified,P29410,45-54,Man,North,Rural / small town,38.9,2.3,0
Proportional stratified,P32534,45-54,Man,North,Rural / small town,60.8,5.1,0
Proportional stratified,P10624,45-54,Woman,North,Urban,61.4,3.9,0
Proportional stratified,P42889,45-54,Man,North,Rural / small town,54.6,3.6,0
Proportional stratified,P34074,45-54,Man,North,Urban,57.8,4.4,0
Proportional stratified,P34284,45-54,Man,North,Rural / small town,56.6,4.2,0
Proportional stratified,P27884,45-54,Man,North,Rural / small town,57.7,5.6,0
Proportional stratified,P32049,45-54,Man,North,Urban,74.0,5.0,0
Proportional stratified,P22873,45-54,Woman,North,Rural / small town,53.6,4.2,0
Proportional stratified,P37389,45-54,Woman,North,Rural / small town,60.2,5.1,0
Proportional stratified,P24154,45-54,Woman,North,Urban,79.2,8.1,1
Proportional stratified,P46042,45-54,Woman,North,Rural / small town,67.8,2.3,0
Proportional stratified,P45524,45-54,Man,North,Urban,44.3,2.8,0
Proportional stratified,P17293,45-54,Woman,North,Rural / small town,49.2,3.8,0
Proportional stratified,P01365,45-54,Woman,North,Rural / small town,53.4,4.1,0
Proportional stratified,P34171,45-54,Woman,North,Urban,38.7,4.1,0
Proportional stratified,P36895,45-54,Woman,North,Rural / small town,51.0,0.4,0
Proportional stratified,P43273,45-54,Woman,North,Rural / small town,89.6,4.6,0
Proportional stratified,P27816,45-54,Woman,North,Rural / small town,52.7,3.9,0
Proportional stratified,P25083,45-54,Woman,North,Urban,53.8,4.4,0
Proportional stratified,P36104,45-54,Woman,North,Urban,75.6,6.9,0
Proportional stratified,P17530,45-54,Woman,North,Urban,71.0,5.8,0
Proportional stratified,P03730,45-54,Woman,North,Urban,83.1,5.1,0
Proportional stratified,P35290,45-54,Woman,North,Urban,69.3,4.9,0
Proportional stratified,P07202,45-54,Woman,North,Rural / small town,52.8,3.5,0
Proportional stratified,P27769,45-54,Woman,North,Urban,38.9,3.7,0
Proportional stratified,P37798,45-54,Man,North,Urban,70.8,6.6,0
Proportional stratified,P02977,45-54,Woman,North,Urban,57.3,3.0,0
Proportional stratified,P28009,45-54,Woman,North,Rural / small town,46.0,1.7,0
Proportional stratified,P03067,45-54,Man,North,Rural / small town,48.0,5.2,0
Proportional stratified,P01095,45-54,Man,North,Urban,59.5,5.2,0
Proportional stratified,P37008,45-54,Man,North,Urban,57.4,3.7,0
Proportional stratified,P39404,45-54,Man,North,Urban,65.7,5.3,0
Proportional stratified,P49896,45-54,Man,North,Rural / small town,56.5,0.4,0
Proportional stratified,P47711,45-54,Man,North,Urban,72.3,2.9,0
Proportional stratified,P00489,45-54,Man,North,Urban,48.0,6.4,0
Proportional stratified,P01612,45-54,Man,North,Urban,66.9,4.7,0
Proportional stratified,P48436,45-54,Woman,North,Urban,82.4,5.9,0
Proportional stratified,P38338,45-54,Woman,Scotland/Wales,Urban,74.4,5.0,0
Proportional stratified,P03295,45-54,Man,Scotland/Wales,Rural / small town,56.2,3.2,0
Proportional stratified,P46263,45-54,Woman,Scotland/Wales,Urban,66.7,5.3,0
Proportional stratified,P26458,45-54,Man,Scotland/Wales,Rural / small town,42.5,4.2,0
Proportional stratified,P13248,45-54,Woman,Scotland/Wales,Urban,42.4,5.8,0
Proportional stratified,P10109,45-54,Woman,Scotland/Wales,Urban,63.0,7.0,1
Proportional stratified,P31137,45-54,Woman,Scotland/Wales,Rural / small town,58.2,4.4,0
Proportional stratified,P26874,45-54,Woman,Scotland/Wales,Urban,80.3,3.3,0
Proportional stratified,P26652,45-54,Woman,Scotland/Wales,Urban,67.2,5.1,0
Proportional stratified,P37708,45-54,Woman,Scotland/Wales,Rural / small town,45.2,5.0,0
Proportional stratified,P12917,45-54,Man,Scotland/Wales,Urban,41.8,6.2,0
Proportional stratified,P43526,45-54,Woman,Scotland/Wales,Rural / small town,61.6,2.4,0
Proportional stratified,P29781,45-54,Man,Scotland/Wales,Urban,92.7,4.6,0
Proportional stratified,P02709,45-54,Non-binary / other,Scotland/Wales,Urban,71.8,3.6,0
Proportional stratified,P07834,45-54,Woman,Scotland/Wales,Urban,68.1,3.5,0
Proportional stratified,P42284,45-54,Man,Scotland/Wales,Urban,70.2,3.1,0
Proportional stratified,P10179,45-54,Non-binary / other,Scotland/Wales,Urban,56.6,4.4,0
Proportional stratified,P08501,45-54,Woman,Scotland/Wales,Urban,39.0,6.5,0
Proportional stratified,P39561,45-54,Woman,Scotland/Wales,Rural / small town,66.2,3.5,0
Proportional stratified,P00122,45-54,Woman,Scotland/Wales,Rural / small town,64.1,4.6,0
Proportional stratified,P28341,45-54,Woman,Scotland/Wales,Rural / small town,71.3,5.3,0
Proportional stratified,P34503,45-54,Woman,South,Rural / small town,48.1,4.0,0
Proportional stratified,P28501,45-54,Woman,South,Urban,68.0,1.4,0
Proportional stratified,P22092,45-54,Woman,South,Urban,66.4,4.4,0
Proportional stratified,P33801,45-54,Man,South,Urban,62.2,6.2,0
Proportional stratified,P45129,45-54,Woman,South,Rural / small town,62.7,4.5,0
Proportional stratified,P13778,45-54,Man,South,Urban,47.9,2.4,0
Proportional stratified,P24369,45-54,Man,South,Urban,44.7,5.1,0
Proportional stratified,P05605,45-54,Man,South,Urban,68.9,5.3,0
Proportional stratified,P09880,45-54,Woman,South,Urban,61.8,3.6,0
Proportional stratified,P28416,45-54,Man,South,Urban,87.0,8.6,1
Proportional stratified,P13744,45-54,Man,South,Urban,72.4,5.8,0
Proportional stratified,P38867,45-54,Man,South,Urban,54.9,3.7,0
Proportional stratified,P18191,45-54,Man,South,Urban,48.3,4.8,0
Proportional stratified,P06209,45-54,Man,South,Urban,58.4,6.5,0
Proportional stratified,P34543,45-54,Man,South,Urban,51.2,4.3,0
Proportional stratified,P40125,45-54,Woman,South,Urban,76.6,6.5,0
Proportional stratified,P37986,45-54,Woman,South,Urban,78.3,6.0,0
Proportional stratified,P31473,45-54,Man,South,Urban,72.4,4.3,0
Proportional stratified,P27910,45-54,Man,South,Rural / small town,60.1,6.1,0
Proportional stratified,P18729,45-54,Woman,South,Urban,57.5,4.2,0
Proportional stratified,P36576,45-54,Man,South,Urban,64.0,3.7,0
Proportional stratified,P18324,45-54,Man,South,Urban,44.5,2.4,0
Proportional stratified,P36997,45-54,Woman,South,Urban,76.7,3.8,0
Proportional stratified,P14958,45-54,Man,South,Urban,57.9,6.7,0
Proportional stratified,P12580,45-54,Woman,South,Urban,71.3,6.5,0
Proportional stratified,P36250,45-54,Man,South,Rural / small town,49.8,4.1,0
Proportional stratified,P19045,45-54,Man,South,Urban,75.0,5.0,0
Proportional stratified,P15128,45-54,Woman,South,Urban,69.2,4.5,0
Proportional stratified,P17122,45-54,Man,South,Urban,89.8,6.4,0
Proportional stratified,P20008,45-54,Man,South,Rural / small town,28.5,1.0,0
Proportional stratified,P15729,45-54,Man,South,Urban,59.7,4.6,0
Proportional stratified,P30244,45-54,Man,South,Urban,48.9,5.0,0
Proportional stratified,P34238,45-54,Woman,South,Urban,75.5,5.0,0
Proportional stratified,P05045,45-54,Woman,South,Urban,52.8,5.2,0
Proportional stratified,P15820,45-54,Woman,South,Urban,47.0,4.8,0
Proportional stratified,P12361,45-54,Man,South,Urban,62.5,7.1,1
Proportional stratified,P18426,55-64,Man,London,Urban,41.6,6.0,0
Proportional stratified,P41491,55-64,Man,London,Urban,48.2,2.8,0
Proportional stratified,P18026,55-64,Man,London,Urban,56.5,2.0,0
Proportional stratified,P17543,55-64,Woman,London,Urban,40.5,3.0,0
Proportional stratified,P07817,55-64,Woman,London,Urban,49.1,7.2,1
Proportional stratified,P25252,55-64,Man,London,Urban,47.2,5.3,0
Proportional stratified,P06334,55-64,Woman,London,Urban,60.6,4.0,0
Proportional stratified,P04812,55-64,Woman,London,Rural / small town,43.8,2.9,0
Proportional stratified,P02976,55-64,Man,London,Urban,59.8,2.4,0
Proportional stratified,P30434,55-64,Woman,London,Urban,46.3,7.2,1
Proportional stratified,P11239,55-64,Woman,London,Rural / small town,42.7,3.5,0
Proportional stratified,P23295,55-64,Man,London,Rural / small town,35.7,5.6,0
Proportional stratified,P39483,55-64,Man,London,Urban,75.1,7.8,1
Proportional stratified,P27736,55-64,Woman,London,Urban,42.3,2.7,0
Proportional stratified,P06158,55-64,Woman,London,Urban,54.3,4.3,0
Proportional stratified,P25531,55-64,Woman,London,Urban,35.0,5.5,0
Proportional stratified,P18286,55-64,Man,London,Urban,56.4,3.7,0
Proportional stratified,P26793,55-64,Man,London,Urban,57.2,6.6,0
Proportional stratified,P39476,55-64,Woman,Midlands,Rural / small town,36.7,2.7,0
Proportional stratified,P23477,55-64,Man,Midlands,Urban,70.7,3.5,0
Proportional stratified,P43748,55-64,Woman,Midlands,Urban,34.2,3.3,0
Proportional stratified,P28254,55-64,Woman,Midlands,Urban,42.4,1.5,0
Proportional stratified,P43984,55-64,Woman,Midlands,Rural / small town,32.2,1.3,0
Proportional stratified,P08412,55-64,Man,Midlands,Urban,62.1,5.1,0
Proportional stratified,P47998,55-64,Woman,Midlands,Urban,68.5,5.3,0
Proportional stratified,P18665,55-64,Man,Midlands,Urban,65.3,7.0,1
Proportional stratified,P39292,55-64,Woman,Midlands,Urban,47.6,3.4,0
Proportional stratified,P24202,55-64,Man,Midlands,Rural / small town,40.2,3.1,0
Proportional stratified,P11379,55-64,Man,Midlands,Urban,67.9,5.0,0
Proportional stratified,P08330,55-64,Woman,Midlands,Urban,57.8,5.8,0
Proportional stratified,P10994,55-64,Man,Midlands,Urban,55.0,4.4,0
Proportional stratified,P22748,55-64,Woman,Midlands,Urban,56.5,4.5,0
Proportional stratified,P20236,55-64,Woman,Midlands,Rural / small town,52.3,6.4,0
Proportional stratified,P12668,55-64,Woman,Midlands,Rural / small town,42.3,5.0,0
Proportional stratified,P48787,55-64,Woman,Midlands,Urban,58.7,4.2,0
Proportional stratified,P47306,55-64,Woman,Midlands,Urban,49.4,2.3,0
Proportional stratified,P36499,55-64,Woman,Midlands,Rural / small town,38.4,4.9,0
Proportional stratified,P22439,55-64,Man,Midlands,Urban,43.4,5.1,0
Proportional stratified,P20193,55-64,Woman,Midlands,Urban,35.8,5.7,0
Proportional stratified,P11806,55-64,Woman,Midlands,Rural / small town,48.0,2.6,0
Proportional stratified,P40706,55-64,Man,Midlands,Rural / small town,45.3,1.1,0
Proportional stratified,P10613,55-64,Woman,Midlands,Rural / small town,30.4,1.4,0
Proportional stratified,P49630,55-64,Woman,Midlands,Rural / small town,29.0,2.5,0
Proportional stratified,P40982,55-64,Man,Midlands,Urban,52.8,6.7,0
Proportional stratified,P09393,55-64,Woman,Midlands,Urban,48.9,3.6,0
Proportional stratified,P48114,55-64,Man,Midlands,Rural / small town,45.0,4.4,0
Proportional stratified,P29898,55-64,Man,North,Urban,58.8,5.4,0
Proportional stratified,P33205,55-64,Woman,North,Urban,46.8,1.8,0
Proportional stratified,P30694,55-64,Woman,North,Urban,63.2,5.3,0
Proportional stratified,P09129,55-64,Woman,North,Urban,47.3,6.3,0
Proportional stratified,P40651,55-64,Man,North,Urban,59.8,5.3,0
Proportional stratified,P11104,55-64,Man,North,Urban,64.8,1.3,0
Proportional stratified,P46511,55-64,Woman,North,Urban,52.8,1.3,0
Proportional stratified,P31370,55-64,Woman,North,Urban,64.2,4.7,0
Proportional stratified,P05271,55-64,Woman,North,Rural / small town,42.6,5.7,0
Proportional stratified,P48486,55-64,Woman,North,Rural / small town,37.6,2.4,0
Proportional stratified,P03318,55-64,Man,North,Urban,53.8,5.9,0
Proportional stratified,P49956,55-64,Woman,North,Urban,42.8,3.0,0
Proportional stratified,P05620,55-64,Woman,North,Urban,44.7,3.9,0
Proportional stratified,P11848,55-64,Woman,North,Rural / small town,56.2,2.7,0
Proportional stratified,P22077,55-64,Woman,North,Urban,55.2,4.5,0
Proportional stratified,P44791,55-64,Woman,North,Urban,66.9,5.6,0
Proportional stratified,P03162,55-64,Man,North,Urban,67.7,4.7,0
Proportional stratified,P49803,55-64,Woman,North,Rural / small town,30.8,4.4,0
Proportional stratified,P06068,55-64,Man,North,Urban,69.6,3.9,0
